"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"24292","XLOC_024292","XLOC_024292","Cdc7","chr5:107393340-107413451","P0","Ad","OK",3.69618,0.821867,-2.16906,-1.65674,0.0074,0.049506,"yes"
"24336","XLOC_024336","XLOC_024336","Pole","chr5:110715324-110766493","P0","Ad","OK",3.82061,0.386224,-3.30629,-2.22027,0.00055,0.00757606,"yes"
"24386","XLOC_024386","XLOC_024386","Gm13824,Gm13825","chr5:115392166-115448055","P0","Ad","OK",4.46456,0,-Inf,NA,0.00645,0.0451881,"yes"
"24396","XLOC_024396","XLOC_024396","Msi1","chr5:115879607-115905707","P0","Ad","OK",3.20396,0.117944,-4.76369,-0.755029,5e-05,0.00106929,"yes"
"24405","XLOC_024405","XLOC_024405","Cit","chr5:116295286-116458956","P0","Ad","OK",4.06383,0.76202,-2.41494,-1.30781,0.00025,0.00406943,"yes"
"24528","XLOC_024528","XLOC_024528","Cct6a","chr5:130293314-130321696","P0","Ad","OK",140.569,69.9681,-1.00651,-2.02918,0.00515,0.0391416,"yes"
"24619","XLOC_024619","XLOC_024619","Zfp157","chr5:138882695-138901922","P0","Ad","OK",5.69944,1.87371,-1.60492,-1.64723,0.00855,0.0540274,"no"
"24649","XLOC_024649","XLOC_024649","Sdk1","chr5:141717443-142691540","P0","Ad","OK",10.6813,0.33715,-4.98556,-2.53363,5e-05,0.00106929,"yes"
"24655","XLOC_024655","XLOC_024655","Fscn1","chr5:143722021-143734864","P0","Ad","OK",61.4787,20.2309,-1.60353,-2.93181,5e-05,0.00106929,"yes"
"24664","XLOC_024664","XLOC_024664","Cyth3","chr5:144383315-144471119","P0","Ad","OK",218.718,13.6715,-3.99983,-3.57586,0.00215,0.0210031,"yes"
"24705","XLOC_024705","XLOC_024705","Pan3","chr5:148241736-148360078","P0","Ad","OK",27.3384,9.47033,-1.52944,-1.60393,0.0037,0.0310726,"yes"
"24724","XLOC_024724","XLOC_024724","Brca2","chr5:151325204-151372321","P0","Ad","OK",1.0047,0.313158,-1.68179,-1.89806,0.0097,0.0585908,"no"
"24734","XLOC_024734","XLOC_024734","Cyp51","chr5:4081144-4104746","P0","Ad","OK",15.0134,4.54197,-1.72485,-2.55887,5e-05,0.00106929,"yes"
"24736","XLOC_024736","XLOC_024736","Cdk14","chr5:4803390-5420312","P0","Ad","OK",87.5503,3.02193,-4.85657,-2.24562,5e-05,0.00106929,"yes"
"24754","XLOC_024754","XLOC_024754","Dbf4","chr5:8396972-8422716","P0","Ad","OK",8.27512,0.85082,-3.28185,-2.66407,0.00025,0.00406943,"yes"
"24782","XLOC_024782","XLOC_024782","Gnai1","chr5:17770952-17866231","P0","Ad","OK",15.8347,2.77064,-2.5148,-3.92245,5e-05,0.00106929,"yes"
"24837","XLOC_024837","XLOC_024837","Prkag2","chr5:24368561-24606460","P0","Ad","OK",71.5078,15.387,-2.21639,-3.65457,5e-05,0.00106929,"yes"
"24867","XLOC_024867","XLOC_024867","Tyms","chr5:30384741-30400157","P0","Ad","OK",9.52673,1.75428,-2.4411,-2.41732,0.00045,0.00654015,"yes"
"24904","XLOC_024904","XLOC_024904","Spon2","chr5:33556166-33560887","P0","Ad","OK",10.2332,1.99149,-2.36134,-3.19806,1e-04,0.00193782,"yes"
"24930","XLOC_024930","XLOC_024930","Sorcs2","chr5:36359828-36740788","P0","Ad","OK",15.1305,0.976823,-3.95322,-3.00234,5e-05,0.00106929,"yes"
"24968","XLOC_024968","XLOC_024968","Ldb2","chr5:44863371-45190946","P0","Ad","OK",12.8905,3.54846,-1.86104,-2.84098,0.00035,0.00529761,"yes"
"25030","XLOC_025030","XLOC_025030","Bend4","chr5:67783385-67829229","P0","Ad","OK",8.12263,0.745553,-3.44556,-4.82308,5e-05,0.00106929,"yes"
"25053","XLOC_025053","XLOC_025053","Nfxl1","chr5:72904539-72950923","P0","Ad","OK",6.96473,2.1736,-1.67998,-1.59988,0.0092,0.0568484,"no"
"25068","XLOC_025068","XLOC_025068","Usp46","chr5:74394486-74464455","P0","Ad","OK",19.3753,9.95201,-0.961159,-1.88145,0.00615,0.043601,"yes"
"25137","XLOC_025137","XLOC_025137","Adamts3","chr5:90102865-90312359","P0","Ad","OK",5.4215,2.17096,-1.32036,-2.01126,0.0033,0.0286597,"yes"
"25164","XLOC_025164","XLOC_025164","Ccni","chr5:93610958-93635521","P0","Ad","OK",134.346,73.3265,-0.873551,-1.66518,0.00895,0.0557877,"no"
"25178","XLOC_025178","XLOC_025178","Antxr2","chr5:98313706-98459981","P0","Ad","OK",61.2691,33.274,-0.880766,-1.81215,0.00895,0.0557877,"no"
"25188","XLOC_025188","XLOC_025188","Hnrnpd","chr5:100387444-100407957","P0","Ad","OK",162.3,51.4476,-1.65749,-2.27965,0.0031,0.0274756,"yes"
"25241","XLOC_025241","XLOC_025241","Evi5","chr5:108173813-108304126","P0","Ad","OK",14.5701,4.74695,-1.61794,-1.66909,0.00455,0.0359632,"yes"
"25297","XLOC_025297","XLOC_025297","2900026A02Rik","chr5:113515342-113592371","P0","Ad","OK",16.461,8.35892,-0.977667,-1.96977,0.0061,0.0433544,"yes"
"25304","XLOC_025304","XLOC_025304","Coro1c","chr5:114292444-114358767","P0","Ad","OK",31.8614,12.8403,-1.31113,-1.45857,0.00275,0.0252862,"yes"
"25333","XLOC_025333","XLOC_025333","Dynll1","chr5:115747118-115751008","P0","Ad","OK",177.069,72.7071,-1.28414,-1.93456,0.0065,0.0453821,"yes"
"25422","XLOC_025422","XLOC_025422","Vps37b","chr5:124454649-124482269","P0","Ad","OK",22.7818,9.34807,-1.28514,-2.40152,0.00155,0.0164383,"yes"
"25438","XLOC_025438","XLOC_025438","Scarb1","chr5:125757456-125821464","P0","Ad","OK",25.8995,12.1129,-1.09639,-1.78976,0.00445,0.0353888,"yes"
"25458","XLOC_025458","XLOC_025458","Asl","chr5:130487127-130501002","P0","Ad","OK",10.9828,2.23616,-2.29616,-1.78853,0.00975,0.0587185,"no"
"25474","XLOC_025474","XLOC_025474","Eln","chr5:135179650-135223111","P0","Ad","OK",87.8065,24.5917,-1.83616,-3.55566,5e-05,0.00106929,"yes"
"25506","XLOC_025506","XLOC_025506","Emid2","chr5:137217628-137359079","P0","Ad","OK",29.6289,0.635193,-5.54367,-2.66381,5e-05,0.00106929,"yes"
"25536","XLOC_025536","XLOC_025536","Mcm7","chr5:138602298-138628679","P0","Ad","OK",24.0218,3.24848,-2.88651,-1.45288,0.00205,0.0202906,"yes"
"25541","XLOC_025541","XLOC_025541","Gal3st4,Gpc2","chr5:138700883-138721233","P0","Ad","OK",4.2498,0.81412,-2.38408,-1.68949,0.00525,0.0396478,"yes"
"25556","XLOC_025556","XLOC_025556","Mad1l1","chr5:140484642-140797506","P0","Ad","OK",27.4339,3.61383,-2.92436,-2.95015,5e-05,0.00106929,"yes"
"25560","XLOC_025560","XLOC_025560","Ttyh3","chr5:141096539-141124985","P0","Ad","OK",22.9392,5.6121,-2.0312,-3.94886,5e-05,0.00106929,"yes"
"25572","XLOC_025572","XLOC_025572","Tnrc18","chr5:143512087-143579341","P0","Ad","OK",15.4696,7.21139,-1.10109,-2.18466,0.00205,0.0202906,"yes"
"25634","XLOC_025634","XLOC_025634","Hmgb1","chr5:149858277-149865089","P0","Ad","OK",90.1953,47.7298,-0.918163,-1.76481,0.00635,0.0446192,"yes"
"25660","XLOC_025660","XLOC_025660","Col1a2","chr6:4454813-4491543","P0","Ad","OK",190.863,58.6701,-1.70184,-3.00967,5e-05,0.00106929,"yes"
"25662","XLOC_025662","XLOC_025662","Peg10","chr6:4697305-4710517","P0","Ad","OK",4.12623,0.344973,-3.58027,-3.07398,0.00265,0.0245409,"yes"
"25663","XLOC_025663","XLOC_025663","Ppp1r9a","chr6:4852916-5115661","P0","Ad","OK",8.84161,2.79908,-1.65936,-2.28936,5e-05,0.00106929,"yes"
"25664","XLOC_025664","XLOC_025664","Asb4","chr6:5333385-5383022","P0","Ad","OK",6.56575,1.73264,-1.92199,-2.405,0.00045,0.00654015,"yes"
"25688","XLOC_025688","XLOC_025688","Foxp2","chr6:14851348-15391977","P0","Ad","OK",4.64885,0.77805,-2.57894,-1.30275,0.00015,0.00273203,"yes"
"25729","XLOC_025729","XLOC_025729","Snd1","chr6:28425138-28885162","P0","Ad","OK",594.696,54.6944,-3.44269,-1.14846,0.00505,0.0387539,"yes"
"25738","XLOC_025738","XLOC_025738","Ccdc136","chr6:29346308-29376955","P0","Ad","OK",11.3934,0.99082,-3.52343,-1.45936,5e-05,0.00106929,"yes"
"25762","XLOC_025762","XLOC_025762","Cpa1","chr6:30589217-30595363","P0","Ad","OK",2.775,0,-Inf,NA,5e-05,0.00106929,"yes"
"25765","XLOC_025765","XLOC_025765","Mest","chr6:30673546-30846794","P0","Ad","OK",208.141,4.72789,-5.46022,-3.85448,5e-05,0.00106929,"yes"
"25784","XLOC_025784","XLOC_025784","Exoc4","chr6:33199084-33923979","P0","Ad","OK",70.8827,20.3243,-1.80223,-2.5151,0.0033,0.0286597,"yes"
"25794","XLOC_025794","XLOC_025794","Cald1","chr6:34548499-34725473","P0","Ad","OK",120.425,19.0096,-2.66334,-2.69705,0.00075,0.00956334,"yes"
"25895","XLOC_025895","XLOC_025895","Casp2","chr6:42214983-42232507","P0","Ad","OK",13.6956,4.89938,-1.48305,-1.85436,0.00075,0.00956334,"yes"
"25970","XLOC_025970","XLOC_025970","Nfe2l3","chr6:51382668-51408767","P0","Ad","OK",2.24896,0.213607,-3.39623,-1.6741,0.0032,0.0280823,"yes"
"25971","XLOC_025971","XLOC_025971","Cbx3","chr6:51420358-51433703","P0","Ad","OK",46.3024,12.8826,-1.84566,-2.46988,5e-04,0.00709313,"yes"
"25986","XLOC_025986","XLOC_025986","9430076C15Rik","chr6:53237288-53397716","P0","Ad","OK",21.3043,1.1048,-4.26929,-3.15958,0.00965,0.0584375,"no"
"25988","XLOC_025988","XLOC_025988","Creb5","chr6:53523377-53646001","P0","Ad","OK",11.2477,2.09388,-2.42538,-3.49027,5e-05,0.00106929,"yes"
"26034","XLOC_026034","XLOC_026034","Abcg2","chr6:58534516-58642863","P0","Ad","OK",96.7835,11.9633,-3.01615,-2.72308,0.00555,0.0408731,"yes"
"26056","XLOC_026056","XLOC_026056","Mad2l1","chr6:66485383-66491027","P0","Ad","OK",10.7017,2.60007,-2.04122,-2.30053,0.00245,0.0231555,"yes"
"26065","XLOC_026065","XLOC_026065","Serbp1","chr6:67216972-67239296","P0","Ad","OK",124.037,62.2497,-0.994629,-1.98113,0.00585,0.0420603,"yes"
"26216","XLOC_026216","XLOC_026216","Bmp10","chr6:87378995-87384506","P0","Ad","OK",2.27775,0,-Inf,NA,5e-05,0.00106929,"yes"
"26334","XLOC_026334","XLOC_026334","Fancd2","chr6:113481675-113550709","P0","Ad","OK",1.59852,0.0877029,-4.18797,-0.568402,0.00235,0.0224789,"yes"
"26344","XLOC_026344","XLOC_026344","Atg7","chr6:114593148-114810431","P0","Ad","OK",12.534,5.22773,-1.26159,-2.11514,0.0055,0.0407154,"yes"
"26443","XLOC_026443","XLOC_026443","Cdca3","chr6:124779564-124783719","P0","Ad","OK",15.5773,0.355469,-5.45358,-2.74329,0.00075,0.00956334,"yes"
"26479","XLOC_026479","XLOC_026479","4933413G19Rik,Foxm1","chr6:128312984-128358950","P0","Ad","OK",6.70796,0.299186,-4.48676,-1.72881,0.00155,0.0164383,"yes"
"26531","XLOC_026531","XLOC_026531","Etv6","chr6:133985717-134220176","P0","Ad","OK",21.0763,6.01499,-1.80899,-2.09823,0.00935,0.0575009,"no"
"26535","XLOC_026535","XLOC_026535","Cdkn1b","chr6:134870418-134875531","P0","Ad","OK",35.3874,15.6164,-1.18018,-2.20606,0.0017,0.0175967,"yes"
"26536","XLOC_026536","XLOC_026536","Apold1","chr6:134932018-134936854","P0","Ad","OK",14.2303,6.2029,-1.19795,-2.08972,0.0035,0.0299043,"yes"
"26540","XLOC_026540","XLOC_026540","8430419L09Rik","chr6:135147994-135204354","P0","Ad","OK",7.21846,2.21278,-1.70583,-2.02332,0.001,0.0118199,"yes"
"26541","XLOC_026541","XLOC_026541","Emp1","chr6:135312948-135333191","P0","Ad","OK",98.3547,43.8578,-1.16516,-2.35545,0.0013,0.0143757,"yes"
"26602","XLOC_026602","XLOC_026602","Rassf8","chr6:145695267-145769599","P0","Ad","OK",33.8006,11.9582,-1.49904,-1.62085,0.0058,0.0418064,"yes"
"26672","XLOC_026672","XLOC_026672","Ica1","chr6:8580526-8728488","P0","Ad","OK",12.6906,4.27477,-1.56984,-1.7549,0.00855,0.0540274,"no"
"26707","XLOC_026707","XLOC_026707","Cadps2","chr6:23212772-23789421","P0","Ad","OK",2.07581,0.667382,-1.63709,-1.24844,0.0078,0.0511018,"no"
"26732","XLOC_026732","XLOC_026732","Rbm28","chr6:29073572-29115006","P0","Ad","OK",26.2708,7.96926,-1.72094,-2.25568,0.00265,0.0245409,"yes"
"26751","XLOC_026751","XLOC_026751","Copg2","chr6:30673546-30846794","P0","Ad","OK",78.9564,17.7225,-2.15547,-2.05585,0.00065,0.00858808,"yes"
"26789","XLOC_026789","XLOC_026789","Ptn","chr6:36665662-36761361","P0","Ad","OK",136.819,0.912361,-7.22844,-6.67775,5e-05,0.00106929,"yes"
"26791","XLOC_026791","XLOC_026791","Creb3l2","chr6:37277254-37392146","P0","Ad","OK",19.6857,8.98635,-1.13134,-2.0868,0.001,0.0118199,"yes"
"26795","XLOC_026795","XLOC_026795","Zc3hav1l","chr6:38237395-38249259","P0","Ad","OK",7.18913,0.954099,-2.91361,-4.06069,5e-05,0.00106929,"yes"
"26841","XLOC_026841","XLOC_026841","Fam115a","chr6:42618000-42660071","P0","Ad","OK",14.6456,3.97011,-1.88322,-2.49437,0.00015,0.00273203,"yes"
"26845","XLOC_026845","XLOC_026845","Tpk1","chr6:43294999-43616277","P0","Ad","OK",29.3961,1.60731,-4.19291,-2.94116,5e-05,0.00106929,"yes"
"26849","XLOC_026849","XLOC_026849","Ezh2","chr6:47480272-47545340","P0","Ad","OK",16.0266,3.04834,-2.39438,-2.70494,5e-05,0.00106929,"yes"
"26897","XLOC_026897","XLOC_026897","Jazf1","chr6:52718790-53018625","P0","Ad","OK",9.5432,1.59127,-2.58429,-3.11444,2e-04,0.00339928,"yes"
"27071","XLOC_027071","XLOC_027071","Tcf7l1","chr6:72576371-72739248","P0","Ad","OK",190.694,7.10127,-4.74704,-2.93805,0.0015,0.0160274,"yes"
"27073","XLOC_027073","XLOC_027073","Tmsb10","chr6:72907340-72908742","P0","Ad","OK",166.118,22.8272,-2.86339,-5.04214,5e-05,0.00106929,"yes"
"27074","XLOC_027074","XLOC_027074","Dnahc6","chr6:72967599-73171645","P0","Ad","OK",1.15228,0.0376368,-4.9362,-3.02796,0.00025,0.00406943,"yes"
"27105","XLOC_027105","XLOC_027105","Actg2","chr6:83462898-83486259","P0","Ad","OK",3.93088,0.650286,-2.59571,-1.63937,0.00665,0.0462029,"yes"
"27117","XLOC_027117","XLOC_027117","Exoc6b","chr6:84568479-85019507","P0","Ad","OK",46.8378,6.63864,-2.81872,-3.11922,0.0045,0.0356868,"yes"
"27142","XLOC_027142","XLOC_027142","Antxr1","chr6:87083847-87285769","P0","Ad","OK",8.17701,3.01913,-1.43744,-2.33704,0.0011,0.0126656,"yes"
"27163","XLOC_027163","XLOC_027163","Podxl2","chr6:88792551-88825038","P0","Ad","OK",16.9373,4.92531,-1.78192,-2.35702,5e-05,0.00106929,"yes"
"27164","XLOC_027164","XLOC_027164","Mcm2","chr6:88833468-88848774","P0","Ad","OK",12.1926,1.95032,-2.64423,-3.96613,5e-05,0.00106929,"yes"
"27169","XLOC_027169","XLOC_027169","Chchd6","chr6:89333139-89545646","P0","Ad","OK",56.6944,10.9047,-2.37826,-3.72147,5e-05,0.00106929,"yes"
"27186","XLOC_027186","XLOC_027186","Nup210","chr6:90963061-91066823","P0","Ad","OK",5.291,1.14139,-2.21275,-1.2192,0.00105,0.0122183,"yes"
"27201","XLOC_027201","XLOC_027201","Magi1","chr6:93625448-94233316","P0","Ad","OK",30.4845,4.24015,-2.84589,-2.18829,0.0083,0.0530121,"no"
"27232","XLOC_027232","XLOC_027232","Pdzrn3","chr6:101099600-101327891","P0","Ad","OK",71.0746,7.63065,-3.21946,-3.35945,1e-04,0.00193782,"yes"
"27249","XLOC_027249","XLOC_027249","Rad18","chr6:112569843-112646680","P0","Ad","OK",2.20426,0.397996,-2.46947,-1.85912,0.0034,0.0292252,"yes"
"27250","XLOC_027250","XLOC_027250","Srgap3","chr6:112667964-112897260","P0","Ad","OK",1.52323,0.286265,-2.41171,-1.43203,0.00385,0.0319927,"yes"
"27367","XLOC_027367","XLOC_027367","Eno2","chr6:124710070-124719691","P0","Ad","OK",6.06207,1.23762,-2.29225,-1.60424,2e-04,0.00339928,"yes"
"27373","XLOC_027373","XLOC_027373","Gpr162","chr6:124808461-124813935","P0","Ad","OK",3.04293,0.762801,-1.99608,-2.16516,0.0073,0.0490443,"yes"
"27376","XLOC_027376","XLOC_027376","Ptms","chr6:124863698-124875862","P0","Ad","OK",367.577,107.876,-1.76868,-3.40407,5e-05,0.00106929,"yes"
"27396","XLOC_027396","XLOC_027396","Ccnd2","chr6:127075796-127162429","P0","Ad","OK",50.1438,21.5885,-1.21581,-2.50752,0.00055,0.00757606,"yes"
"27400","XLOC_027400","XLOC_027400","Tspan9","chr6:127911413-128093612","P0","Ad","OK",286.211,40.4145,-2.82414,-2.81779,0.00265,0.0245409,"yes"
"27508","XLOC_027508","XLOC_027508","Eps8","chr6:137425765-137603397","P0","Ad","OK",27.0356,4.01075,-2.75292,-1.7456,0.00325,0.0283812,"yes"
"27540","XLOC_027540","XLOC_027540","Sox5","chr6:143776944-144730497","P0","Ad","OK",1.55742,0.420337,-1.88954,-0.960002,0.00545,0.0405561,"yes"
"27576","XLOC_027576","XLOC_027576","Fam60a","chr6:148869556-148895651","P0","Ad","OK",9.19663,1.58141,-2.53989,-2.15663,1e-04,0.00193782,"yes"
"27617","XLOC_027617","XLOC_027617","Suv420h2","chr7:4691716-4699116","P0","Ad","OK",27.4833,8.13204,-1.75687,-2.25129,1e-04,0.00193782,"yes"
"27750","XLOC_027750","XLOC_027750","Lig1","chr7:13844315-13896782","P0","Ad","OK",19.3848,2.15528,-3.16898,-2.30516,7e-04,0.00911344,"yes"
"27817","XLOC_027817","XLOC_027817","Ccdc8","chr7:17578056-17582864","P0","Ad","OK",11.4761,1.67055,-2.78023,-4.58056,5e-05,0.00106929,"yes"
"27950","XLOC_027950","XLOC_027950","Cic","chr7:26052722-26079178","P0","Ad","OK",34.529,15.4945,-1.15605,-1.0025,0.0097,0.0585908,"no"
"28016","XLOC_028016","XLOC_028016","Hnrnpl","chr7:29593559-29607285","P0","Ad","OK",232.427,95.8881,-1.27735,-1.88249,0.0084,0.0533398,"no"
"28112","XLOC_028112","XLOC_028112","Pepd","chr7:35697397-35829729","P0","Ad","OK",65.9462,15.9842,-2.04464,-2.67117,0.0076,0.0503239,"no"
"28212","XLOC_028212","XLOC_028212","2410002F23Rik","chr7:51502091-51518090","P0","Ad","OK",27.1006,7.54471,-1.84479,-1.74632,0.0058,0.0418064,"yes"
"28239","XLOC_028239","XLOC_028239","Tead2","chr7:52471122-52494485","P0","Ad","OK",35.2669,3.39228,-3.37799,-2.64888,5e-05,0.00106929,"yes"
"28284","XLOC_028284","XLOC_028284","Nav2","chr7:56501558-56865457","P0","Ad","OK",19.457,9.66275,-1.00978,-1.99326,0.00405,0.0332665,"yes"
"28336","XLOC_028336","XLOC_028336","Chsy1","chr7:73254400-73318675","P0","Ad","OK",7.85339,2.48125,-1.66225,-2.08274,0.006,0.0428576,"yes"
"28340","XLOC_028340","XLOC_028340","Adamts17","chr7:73984620-74297511","P0","Ad","OK",11.8063,0.877288,-3.75037,-1.80851,5e-04,0.00709313,"yes"
"28343","XLOC_028343","XLOC_028343","Igf1r","chr7:75097712-75371484","P0","Ad","OK",24.6201,5.36582,-2.19797,-4.04129,5e-05,0.00106929,"yes"
"28382","XLOC_028382","XLOC_028382","Prc1","chr7:87439335-87461145","P0","Ad","OK",28.3617,1.29907,-4.4484,-3.35614,5e-05,0.00106929,"yes"
"28405","XLOC_028405","XLOC_028405","Eftud1","chr7:89797123-89926362","P0","Ad","OK",6.33357,2.6921,-1.23429,-1.79386,0.005,0.038453,"yes"
"28407","XLOC_028407","XLOC_028407","Mex3b","chr7:90015842-90020073","P0","Ad","OK",4.34363,0.829099,-2.38928,-2.69767,0.00165,0.0171916,"yes"
"28465","XLOC_028465","XLOC_028465","Sytl2","chr7:97497208-97558948","P0","Ad","OK",1.6872,0.229846,-2.87589,-2.58089,0.0049,0.0379917,"yes"
"28473","XLOC_028473","XLOC_028473","Prcp","chr7:100023762-100083083","P0","Ad","OK",15.0281,5.00226,-1.58701,-2.64618,4e-04,0.0059161,"yes"
"28479","XLOC_028479","XLOC_028479","Odz4","chr7:103319753-104095544","P0","Ad","OK",6.10058,0.16954,-5.16925,-1.17196,5e-05,0.00106929,"yes"
"28493","XLOC_028493","XLOC_028493","Gm9990","chr7:104869348-104871434","P0","Ad","OK",5.49591,0.485837,-3.49981,-2.88658,0.00695,0.0475223,"yes"
"28544","XLOC_028544","XLOC_028544","Rrm1","chr7:109590208-109618285","P0","Ad","OK",26.9567,4.48916,-2.58612,-4.76303,5e-05,0.00106929,"yes"
"28583","XLOC_028583","XLOC_028583","Olfr608","chr7:110618554-110619505","P0","Ad","OK",6.01254,0,-Inf,NA,5e-05,0.00106929,"yes"
"28592","XLOC_028592","XLOC_028592","Olfr628","chr7:110880356-110881838","P0","Ad","OK",13.5208,1.27532,-3.40624,-3.16042,6e-04,0.00810028,"yes"
"28700","XLOC_028700","XLOC_028700","Mical2","chr7:119369369-119498708","P0","Ad","OK",75.0515,33.1774,-1.17768,-1.63573,0.0069,0.0472939,"yes"
"28702","XLOC_028702","XLOC_028702","Parva","chr7:119571018-119735206","P0","Ad","OK",160.111,17.3488,-3.20616,-3.26109,0.0013,0.0143757,"yes"
"28712","XLOC_028712","XLOC_028712","Insc","chr7:121887207-121993894","P0","Ad","OK",2.97508,0.101533,-4.87291,-0.648271,0.00095,0.0114184,"yes"
"28768","XLOC_028768","XLOC_028768","Gm6905","chr7:130153625-130154138","P0","Ad","OK",3.362,0,-Inf,NA,1e-04,0.00193782,"yes"
"28811","XLOC_028811","XLOC_028811","Gm10586","chr7:134506941-134507323","P0","Ad","OK",3.82937,0,-Inf,NA,0.00575,0.041509,"yes"
"28838","XLOC_028838","XLOC_028838","Tgfb1i1","chr7:135390325-135398287","P0","Ad","OK",46.0991,10.3281,-2.15816,-3.87309,5e-05,0.00106929,"yes"
"28872","XLOC_028872","XLOC_028872","Dock1","chr7:141862369-142365322","P0","Ad","OK",15.2373,7.8663,-0.953847,-1.92403,0.0073,0.0490443,"yes"
"28957","XLOC_028957","XLOC_028957","Kcnq1","chr7:150293158-150612955","P0","Ad","OK",63.9836,22.2329,-1.52501,-2.78858,0.00025,0.00406943,"yes"
"28962","XLOC_028962","XLOC_028962","Dhcr7","chr7:151009049-151034315","P0","Ad","OK",17.6956,5.83759,-1.59994,-1.99285,0.00195,0.0194904,"yes"
"29006","XLOC_029006","XLOC_029006","Tnnt1","chr7:4456171-4467984","P0","Ad","OK",52.6704,16.4144,-1.68203,-2.60434,5e-05,0.00106929,"yes"
"29055","XLOC_029055","XLOC_029055","Zim1","chr7:6628153-6649161","P0","Ad","OK",3.87352,0.892335,-2.11799,-2.62843,0.0018,0.0184045,"yes"
"29056","XLOC_029056","XLOC_029056","Peg3","chr7:6656602-6683132","P0","Ad","OK",28.5444,6.4703,-2.1413,-3.9223,5e-05,0.00106929,"yes"
"29189","XLOC_029189","XLOC_029189","Hif3a","chr7:17616855-17647776","P0","Ad","OK",9.83675,1.03169,-3.25317,-1.63532,5e-05,0.00106929,"yes"
"29228","XLOC_029228","XLOC_029228","Clasrp","chr7:20166392-20189817","P0","Ad","OK",11.5072,5.00241,-1.20185,-2.00176,0.00445,0.0353888,"yes"
"29339","XLOC_029339","XLOC_029339","Grik5","chr7:25794871-25857388","P0","Ad","OK",8.28081,2.37119,-1.80416,-2.80248,0.00095,0.0114184,"yes"
"29344","XLOC_029344","XLOC_029344","Pafah1b3","chr7:26080067-26083005","P0","Ad","OK",14.7933,2.01499,-2.8761,-2.4368,0.00135,0.0147794,"yes"
"29397","XLOC_029397","XLOC_029397","Actn4","chr7:29666674-29747359","P0","Ad","OK",77.1875,36.3622,-1.08593,-1.71377,0.0031,0.0274756,"yes"
"29405","XLOC_029405","XLOC_029405","Catsperg1","chr7:29966339-29999054","P0","Ad","OK",2.5132,0.230189,-3.44863,-1.13929,0.00405,0.0332665,"yes"
"29434","XLOC_029434","XLOC_029434","Arhgap33","chr7:31307244-31320079","P0","Ad","OK",2.28749,0.234977,-3.28317,-2.75228,0.00765,0.050561,"no"
"29480","XLOC_029480","XLOC_029480","Wtip","chr7:34894561-34918287","P0","Ad","OK",15.6803,5.36688,-1.5468,-2.06987,0.00395,0.0326333,"yes"
"29506","XLOC_029506","XLOC_029506","C80913","chr7:38745011-38804571","P0","Ad","OK",18.4623,8.97736,-1.04022,-2.03183,0.0049,0.0379917,"yes"
"29507","XLOC_029507","XLOC_029507","Ccne1","chr7:38883002-38892553","P0","Ad","OK",4.13905,0.922663,-2.16542,-1.54585,0.0059,0.0423557,"yes"
"29589","XLOC_029589","XLOC_029589","Snrnp70","chr7:52631823-52651062","P0","Ad","OK",92.7319,46.7327,-0.988633,-1.81666,0.0087,0.0547324,"no"
"29645","XLOC_029645","XLOC_029645","E2f8","chr7:56121798-56141978","P0","Ad","OK",3.18727,0.295323,-3.43196,-1.94612,0.00195,0.0194904,"yes"
"29856","XLOC_029856","XLOC_029856","Gm9801","chr7:69259526-69263873","P0","Ad","OK",2.53408,0,-Inf,NA,0.00025,0.00406943,"yes"
"29886","XLOC_029886","XLOC_029886","4833412C05Rik","chr7:74929610-74948382","P0","Ad","OK",2.53431,0,-Inf,NA,5e-05,0.00106929,"yes"
"29894","XLOC_029894","XLOC_029894","Nr2f2","chr7:77496831-77511621","P0","Ad","OK",10.4607,4.78907,-1.12716,-1.89842,0.00785,0.0512174,"no"
"29895","XLOC_029895","XLOC_029895","Gm10172","chr7:78477248-78477807","P0","Ad","OK",3.30833,0,-Inf,NA,0.00875,0.0548049,"no"
"29958","XLOC_029958","XLOC_029958","Hdgfrp3","chr7:89003886-89079359","P0","Ad","OK",8.45867,3.55638,-1.25002,-1.99145,0.00565,0.0414169,"yes"
"29967","XLOC_029967","XLOC_029967","Mesdc1","chr7:91029004-91032851","P0","Ad","OK",14.5682,7.04205,-1.04876,-1.93446,0.0077,0.0507502,"no"
"29968","XLOC_029968","XLOC_029968","9930013L23Rik","chr7:91081366-91235012","P0","Ad","OK",1.18503,0.0476851,-4.63524,-1.80159,0.00685,0.0470871,"yes"
"30085","XLOC_030085","XLOC_030085","Pold3","chr7:107230620-107270075","P0","Ad","OK",11.9687,3.52379,-1.76407,-1.60659,0.00945,0.0577915,"no"
"30145","XLOC_030145","XLOC_030145","Olfr609","chr7:110640428-110641393","P0","Ad","OK",8.75521,0,-Inf,NA,5e-05,0.00106929,"yes"
"30188","XLOC_030188","XLOC_030188","Trim5","chr7:111392970-111501876","P0","Ad","OK",113.65,0.8749,-7.02126,-2.0691,6e-04,0.00810028,"yes"
"30224","XLOC_030224","XLOC_030224","Arfip2","chr7:112782716-112870313","P0","Ad","OK",24.1754,7.95487,-1.60363,-1.4356,0.00695,0.0475223,"yes"
